DEPTH	SP	GR	CALI	BitSize	LL8	ILM	ILD	RHOB	NPHI	DT	MudWgt	NPHI_pct	 Phixnd_chartbook 	 RhoMatrix 
4000	-29.813	92.048	10.83	10	0.717	0.748	0.748	2.208	0.43716	50	10	43.716	0.367495383	2.851765869
4000.5	-28.6983	89.0188	11.1512	10	0.7205	0.7508	0.7503	2.206	0.4209	50	10	42.09	0.364825439	2.841253614
4001	-28.125	87.828	10.947	10	0.718	0.755	0.752	2.206	0.4202	50	10	42.02	0.364815735	2.841227013
4001.5	-27.6047	86.157	11.1852	10	0.7347	0.7608	0.7557	2.2105	0.425797	50	10	42.5797	0.364717158	2.848040284
4002	-27.188	87.102	11.396	10	0.733	0.765	0.759	2.218	0.43353	50	10	43.353	0.363870561	2.857503948
4002.5	-26.4692	86.684	11.3663	10	0.7482	0.7703	0.7613	2.22	0.444067	50	10	44.4067	0.365649763	2.865586163
4003	-27.25	88.234	10.923	10	0.749	0.772	0.763	2.225	0.43665	50	10	43.665	0.362910827	2.865843854
4003.5	-26.5208	86.236	11.103	10	0.7558	0.7738	0.7642	2.2165	0.438613	50	10	43.8613	0.36403744	2.855606494
4004	-26.625	87.021	11.078	10	0.735	0.773	0.765	2.224	0.46728	50	10	46.728	0.365458224	2.871356974
4004.5	-27.1355	85.6867	10.94	10	0.7277	0.772	0.7672	2.2268	0.476572	50	10	47.6572	0.355981657	2.849639605
4005	-27.813	85.97	10.975	10	0.726	0.772	0.768	2.241	0.48663	50	10	48.663	0.354379118	2.867291039
4005.5	-28.625	86.454	10.9912	10	0.7472	0.7733	0.7683	2.243	0.491972	50	10	49.1972	0.354154159	2.869772177
4006	-28	88.194	10.622	10	0.753	0.775	0.77	2.243	0.48738	50	10	48.738	0.354222028	2.869958172
4006.5	-27.8855	86.3415	10.536	10	0.7568	0.7785	0.7747	2.235	0.464058	50	10	46.4058	0.355680192	2.861547581
4007	-27.938	85.024	10.621	10	0.756	0.781	0.778	2.235	0.4213	50	10	42.13	0.358560062	2.869456395
4007.5	-28.0422	86.07	10.8557	10	0.756	0.7868	0.784	2.2395	0.417227	50	10	41.7227	0.35832719	2.875827155
4008	-28.563	90.465	10.709	10	0.766	0.791	0.789	2.242	0.41996	50	10	41.996	0.358154283	2.87924378
4008.5	-27.5938	90.0973	10.658	10	0.7738	0.7993	0.7973	2.2492	0.446342	50	10	44.6342	0.353998829	2.878944143
4009	-27.438	93.429	10.663	10	0.778	0.806	0.804	2.255	0.453	50	10	45.3	0.35360071	2.88682127
4009.5	-26.5108	93.0287	10.6607	10	0.7922	0.8165	0.8135	2.2568	0.427683	50	10	42.7683	0.349786956	2.879109186
4010	-26.25	91.567	10.689	10	0.798	0.824	0.821	2.261	0.41325	50	10	41.325	0.349551004	2.884920889
4010.5	-24.5625	86.2712	10.6843	10	0.8502	0.8342	0.8292	2.257	0.411462	50	10	41.1462	0.353004157	2.888264967
4011	-23	82.217	10.681	10	0.866	0.84	0.835	2.262	0.42922	50	10	42.922	0.349415343	2.886085773
4011.5	-23.7605	85.9988	10.6947	10	0.8547	0.8445	0.8443	2.2542	0.445718	50	10	44.5718	0.353607397	2.885602116
4012	-24.438	82.208	10.698	10	0.828	0.847	0.851	2.25	0.46851	50	10	46.851	0.353774593	2.879564819
4012.5	-26.3233	84.2853	10.804	10	0.8	0.8517	0.8557	2.2275	0.459128	50	10	45.9128	0.357157071	2.853927668
4013	-27	82.557	10.929	10	0.84	0.855	0.854	2.215	0.43892	50	10	43.892	0.364249618	2.853833002
4013.5	-27.0525	83.6038	10.8948	10	0.8702	0.8563	0.848	2.2012	0.381552	50	10	38.1552	0.355801773	2.80941172
4014	-27	81.813	10.609	10	0.881	0.853	0.843	2.217	0.37091	50	10	37.091	0.340921007	2.794789263
4014.5	-27.5625	81.5763	10.6063	10	0.8072	0.841	0.84	2.2387	0.390782	50	10	39.0782	0.355180113	2.865919482
4015	-27.875	80.548	10.758	10	0.778	0.831	0.84	2.257	0.43144	50	10	43.144	0.349716161	2.879223057
4015.5	-27.4167	82.6665	10.7313	10	0.7773	0.8212	0.8355	2.2447	0.439792	50	10	43.9792	0.354424307	2.873146065
4016	-27.625	82.514	10.663	10	0.794	0.817	0.828	2.233	0.424	50	10	42.4	0.358529061	2.866253047
4016.5	-26.313	84.9005	10.8247	10	0.851	0.8148	0.8228	2.2185	0.407805	50	10	40.7805	0.365968825	2.864108838
4017	-26.938	83.288	10.733	10	0.846	0.814	0.822	2.216	0.41258	50	10	41.258	0.36407352	2.854919844
4017.5	-25.5213	83.4082	10.7062	10	0.801	0.8132	0.8233	2.2223	0.445385	50	10	44.5385	0.365099247	2.867677854
4018	-25.313	84.799	10.772	10	0.776	0.814	0.83	2.224	0.45706	50	10	45.706	0.364777148	2.869457753
4018.5	-25.2192	86.3977	10.647	10	0.8037	0.8192	0.8387	2.2233	0.461623	50	10	46.1623	0.365177844	2.869471952
4019	-24.75	85.281	10.547	10	0.802	0.825	0.842	2.215	0.46099	50	10	46.099	0.366570617	2.860259359
4019.5	-24.9167	80.0692	10.5383	10	0.7992	0.8387	0.8523	2.205	0.435918	50	10	43.5918	0.367819745	2.847919192
4020	-26.375	79.64	10.54	10	0.795	0.852	0.864	2.205	0.44726	50	10	44.726	0.368295023	2.849234279
4020.5	-28.0005	80.32	10.6425	10	0.8552	0.8733	0.8645	2.1827	0.409423	50	10	40.9423	0.370444994	2.819786182
4021	-28.938	82.35	10.74	10	0.961	0.885	0.862	2.176	0.40529	50	10	40.529	0.371818247	2.812880062
4021.5	-29.573	82.1213	10.5483	10	0.9547	0.8847	0.8577	2.1857	0.399048	50	10	39.9048	0.369942176	2.823175173
4022	-29.938	85.378	10.515	10	0.883	0.873	0.851	2.209	0.44219	50	10	44.219	0.367524148	2.853426627
4022.5	-28.4797	86.6962	10.6002	10	0.7758	0.8438	0.843	2.2333	0.434557	50	10	43.4557	0.358875106	2.867674302
4023	-28.688	88.377	10.756	10	0.755	0.823	0.833	2.245	0.43869	50	10	43.869	0.354392231	2.873522649
4023.5	-28.4688	86.1917	10.8542	10	0.7692	0.7985	0.8102	2.2442	0.423467	50	10	42.3467	0.35794608	2.882093318
4024	-27.688	88.4	10.86	10	0.765	0.786	0.796	2.24	0.4497	50	10	44.97	0.354797727	2.866887763
4024.5	-28.4272	88.4377	11.0265	10	0.7638	0.7748	0.7837	2.2333	0.429428	50	10	42.9428	0.358716993	2.867238468
4025	-28.063	86.701	10.974	10	0.758	0.769	0.777	2.23	0.43807	50	10	43.807	0.359307696	2.863717142
4025.5	-27.7505	83.2333	10.839	10	0.7537	0.7662	0.7728	2.2288	0.417667	50	10	41.7667	0.359249334	2.861683694
4026	-28.063	82.11	10.854	10	0.747	0.767	0.772	2.228	0.4216	50	10	42.16	0.359055375	2.859902424
4026.5	-27.1047	82.6112	11.006	10	0.7292	0.7717	0.7728	2.2373	0.414062	50	10	41.4062	0.358456546	2.872755989
4027	-26.688	82.477	10.896	10	0.765	0.775	0.772	2.244	0.40382	50	10	40.382	0.354388206	2.871962672
4027.5	-26.8125	84.1992	10.845	10	0.7538	0.7782	0.772	2.2485	0.418917	50	10	41.8917	0.357822502	2.888446346
4028	-25.875	87.4	10.87	10	0.768	0.779	0.772	2.241	0.4053	50	10	40.53	0.354778325	2.868384487
4028.5	-27.2192	90.0282	10.9457	10	0.743	0.7777	0.7738	2.2438	0.435087	50	10	43.5087	0.357947166	2.88147333
4029	-26.125	91.919	11.149	10	0.753	0.776	0.773	2.238	0.42722	50	10	42.722	0.358298019	2.873408893
4029.5	-26.8647	92.3898	10.6817	10	0.749	0.7735	0.7703	2.2418	0.442165	50	10	44.2165	0.354741245	2.869522677
4030	-27.438	93.324	10.66	10	0.764	0.771	0.767	2.231	0.42009	50	10	42.009	0.358920435	2.864211593
4030.5	-27.323	87.6238	10.6573	10	0.7412	0.7662	0.7635	2.23	0.40743	50	10	40.743	0.356702479	2.856574467
4031	-28.313	85.523	10.709	10	0.732	0.762	0.761	2.225	0.38643	50	10	38.643	0.356095658	2.847153928
4031.5	-27.9688	83.9093	10.6998	10	0.7185	0.7572	0.7563	2.2245	0.403775	50	10	40.3775	0.364515853	2.869516997
4032	-28.438	88.156	10.654	10	0.721	0.753	0.753	2.222	0.42065	50	10	42.065	0.363729786	2.863401735
4032.5	-28.3233	87.889	10.6193	10	0.7193	0.7495	0.7487	2.2265	0.433077	50	10	43.3077	0.359526695	2.858855508
4033	-28.375	93.564	10.591	10	0.721	0.747	0.747	2.229	0.44741	50	10	44.741	0.357011523	2.855863504
4033.5	-29.3442	94.082	10.6622	10	0.712	0.7437	0.7448	2.2348	0.448385	50	10	44.8385	0.355710046	2.861318786
4034	-29.5	95.882	10.713	10	0.712	0.742	0.744	2.234	0.48046	50	10	48.046	0.35511923	2.858464592
4034.5	-29.3647	89.0515	10.6975	10	0.717	0.742	0.744	2.2237	0.463547	50	10	46.3547	0.365233992	2.870258623
4035	-29.313	90.779	10.73	10	0.727	0.742	0.744	2.222	0.47563	50	10	47.563	0.366231282	2.870361913
4035.5	-28.9792	94.2902	10.7853	10	0.7258	0.7428	0.743	2.2153	0.453527	50	10	45.3527	0.366662378	2.860988076
4036	-28.25	95.091	10.777	10	0.735	0.742	0.743	2.217	0.47461	50	10	47.461	0.366658687	2.86366199
4036.5	-27.5838	91.9672	10.7913	10	0.716	0.7418	0.7445	2.2138	0.445055	50	10	44.5055	0.366905282	2.859294412
4037	-27.688	91.128	10.738	10	0.706	0.741	0.747	2.213	0.44828	50	10	44.828	0.367151515	2.858714806
4037.5	-28.0208	92.9952	10.818	10	0.7042	0.7415	0.749	2.215	0.434643	50	10	43.4643	0.364151911	2.853563499
4038	-28.125	93.956	10.798	10	0.7	0.744	0.749	2.22	0.43411	50	10	43.411	0.363646435	2.860027855
4038.5	-28.3333	91.4213	10.8562	10	0.7238	0.7475	0.749	2.2267	0.418228	50	10	41.8228	0.359416228	2.858864413
4039	-28.75	90.738	10.862	10	0.723	0.75	0.749	2.225	0.41407	50	10	41.407	0.359896341	2.857527839
4039.5	-28.3858	88.3953	10.9042	10	0.7413	0.751	0.7502	2.221	0.40848	50	10	40.848	0.365482135	2.866695726
4040	-28.125	86.432	10.9	10	0.723	0.751	0.751	2.221	0.42928	50	10	42.928	0.363815543	2.862067571
4040.5	-27.813	84.9973	10.8322	10	0.7245	0.7497	0.7508	2.2245	0.43296	50	10	43.296	0.363233531	2.865953541
4041	-27.813	83.104	10.828	10	0.722	0.748	0.75	2.227	0.44566	50	10	44.566	0.357482215	2.854037049
4041.5	-28.3755	87.2927	10.8518	10	0.7212	0.747	0.7487	2.2268	0.433157	50	10	43.3157	0.359500556	2.859252112
4042	-27.438	88.796	10.826	10	0.722	0.747	0.747	2.226	0.45484	50	10	45.484	0.35772018	2.853129968
4042.5	-27.823	89.4782	10.826	10	0.7275	0.7468	0.7457	2.2207	0.469712	50	10	46.9712	0.366033606	2.867759318
4043	-26.938	89.754	10.811	10	0.735	0.746	0.744	2.224	0.47372	50	10	47.372	0.365919051	2.872644332
4043.5	-26.7297	87.328	10.7757	10	0.7282	0.7447	0.742	2.2298	0.451938	50	10	45.1938	0.356818827	2.856581266
4044	-27.563	86.183	10.769	10	0.719	0.743	0.742	2.229	0.44028	50	10	44.028	0.35948378	2.862640766
4044.5	-26.8542	84.075	10.7575	10	0.7032	0.7408	0.7418	2.2298	0.455702	50	10	45.5702	0.356781495	2.856479317
4045	-28	85.995	10.74	10	0.704	0.74	0.741	2.234	0.44406	50	10	44.406	0.35591552	2.860638604
4045.5	-27.3025	87.9908	10.7572	10	0.7282	0.74	0.7397	2.2417	0.423733	50	10	42.3733	0.358052285	2.878493752
4046	-27.25	87.125	10.798	10	0.719	0.74	0.738	2.24	0.4357	50	10	43.57	0.358213259	2.876290982
4046.5	-27.2813	87.8007	10.764	10	0.717	0.74	0.738	2.2397	0.457855	50	10	45.7855	0.355018553	2.867027573
4047	-26.188	88.509	10.794	10	0.712	0.74	0.738	2.238	0.48603	50	10	48.603	0.354611386	2.863278705
4047.5	-26.4688	88.5798	10.7857	10	0.7367	0.7387	0.7347	2.2313	0.449688	50	10	44.9688	0.356462429	2.857939319
4048	-26.313	86.499	10.779	10	0.72	0.737	0.733	2.223	0.42718	50	10	42.718	0.363825257	2.865238266
4048.5	-25.9483	84.8248	10.714	10	0.7095	0.7323	0.7318	2.2177	0.423405	50	10	42.3405	0.36424047	2.858054652
4049	-26.625	87.039	10.809	10	0.692	0.729	0.731	2.226	0.44493	50	10	44.493	0.357710178	2.853102668
4049.5	-27.0525	86.5798	10.781	10	0.6998	0.7258	0.7295	2.2383	0.455742	50	10	45.5742	0.355174397	2.865283503
4050	-27.625	84.079	10.631	10	0.714	0.725	0.727	2.235	0.46035	50	10	46.035	0.355745151	2.861725197
4050.5	-27.8755	81.9655	10.6942	10	0.7162	0.7258	0.7225	2.2238	0.440188	50	10	44.0188	0.362900178	2.863930802
4051	-26.938	82.543	10.68	10	0.732	0.725	0.72	2.218	0.43368	50	10	43.368	0.363866524	2.857492795
4051.5	-27.563	83.3753	10.6182	10	0.7222	0.7212	0.7168	2.2182	0.43375	50	10	43.375	0.363844634	2.857746709
4052	-27.563	84.522	10.654	10	0.713	0.717	0.716	2.224	0.4338	50	10	43.38	0.363227044	2.865150339
4052.5	-27.813	85.5715	10.6252	10	0.6813	0.7115	0.7157	2.2257	0.48097	50	10	48.097	0.355780469	2.847385705
4053	-28.438	88.819	10.546	10	0.658	0.709	0.714	2.224	0.49437	50	10	49.437	0.366958845	2.875555966
4053.5	-28.615	87.7377	10.5605	10	0.6757	0.7083	0.7105	2.2112	0.47701	50	10	47.701	0.367267896	2.856193488
4054	-28.875	87.716	10.533	10	0.694	0.71	0.708	2.217	0.46116	50	10	46.116	0.366253919	2.862535555
4054.5	-28.4797	85.7307	10.5017	10	0.7072	0.71	0.7035	2.2207	0.437472	50	10	43.7472	0.3634621	2.860617868
4055	-28.688	85.789	10.49	10	0.703	0.71	0.701	2.229	0.42348	50	10	42.348	0.358833885	2.860854128
4055.5	-29.25	84.4907	10.4937	10	0.689	0.7053	0.6985	2.2203	0.415862	50	10	41.5862	0.363613211	2.860407379
4056	-29.25	86.379	10.547	10	0.684	0.702	0.696	2.222	0.43342	50	10	43.342	0.363466394	2.862672057
4056.5	-29.3547	90.844	10.6702	10	0.6817	0.695	0.6888	2.2257	0.47827	50	10	47.827	0.355962925	2.847880741
4057	-28.938	91.084	10.556	10	0.685	0.69	0.683	2.224	0.47757	50	10	47.757	0.366167554	2.873339323
4057.5	-28.615	92.389	10.5268	10	0.6742	0.6803	0.6732	2.2133	0.468957	50	10	46.8957	0.36687686	2.8584257
4058	-29.5	94.324	10.531	10	0.66	0.672	0.664	2.205	0.45704	50	10	45.704	0.368034518	2.84851322
4058.5	-28.3025	99.4358	10.5403	10	0.638	0.6592	0.657	2.19	0.464977	50	10	46.4977	0.369403282	2.828521525
4059	-28.875	100.145	10.592	10	0.623	0.65	0.652	2.185	0.46951	50	10	46.951	0.369831413	2.821761481
4059.5	-28.7297	93.6392	10.6317	10	0.6215	0.641	0.644	2.1665	0.479873	50	10	47.9873	0.379805673	2.819622308
4060	-28.313	94.27	10.58	10	0.619	0.636	0.639	2.164	0.49369	50	10	49.369	0.380259221	2.816846843
4060.5	-28.4897	94.6647	10.5793	10	0.6133	0.6315	0.6333	2.1508	0.482492	50	10	48.2492	0.380876761	2.797238827
4061	-28.438	97.733	10.581	10	0.61	0.629	0.63	2.15	0.4848	50	10	48.48	0.380918958	2.796062275
4061.5	-28.7605	96.3288	10.5292	10	0.6102	0.6255	0.6267	2.1565	0.497187	50	10	49.7187	0.380621264	2.805741478
4062	-28.813	95.518	10.525	10	0.606	0.623	0.625	2.169	0.51962	50	10	51.962	0.380434926	2.825403909
4062.5	-27.7397	92.5908	10.4967	10	0.602	0.6218	0.6238	2.1723	0.51224	50	10	51.224	0.380268631	2.830265811
4063	-28.313	90.74	10.49	10	0.607	0.621	0.623	2.169	0.50074	50	10	50.074	0.380182852	2.824702202
4063.5	-28.2605	93.0907	10.5033	10	0.6113	0.6212	0.623	2.1692	0.487767	50	10	48.7767	0.379874883	2.824168188
4064	-27.688	92.239	10.505	10	0.618	0.622	0.623	2.175	0.47525	50	10	47.525	0.378976773	2.83101416
4064.5	-28.875	94.3207	10.5307	10	0.616	0.623	0.623	2.1823	0.457972	50	10	45.7972	0.370531484	2.819387026
4065	-28.25	94.159	10.599	10	0.616	0.623	0.623	2.184	0.45293	50	10	45.293	0.370243192	2.821299374
4065.5	-28.3542	95.4108	10.5798	10	0.6082	0.6228	0.622	2.1787	0.507595	50	10	50.7595	0.368942955	2.809354183
4066	-28.25	91.755	10.494	10	0.604	0.622	0.622	2.172	0.52307	50	10	52.307	0.380405175	2.830162934
4066.5	-28.365	90.9523	10.4648	10	0.5948	0.6207	0.621	2.1655	0.523245	50	10	52.3245	0.380539672	2.820045582
4067	-29.25	93.984	10.424	10	0.594	0.619	0.621	2.163	0.48447	50	10	48.447	0.380142114	2.814909213
4067.5	-28.2813	98.3792	10.4395	10	0.5923	0.619	0.6208	2.1517	0.490603	50	10	49.0603	0.380817899	2.79853101
4068	-29.063	96.81	10.437	10	0.599	0.619	0.62	2.15	0.48927	50	10	48.927	0.380906048	2.796026907
4068.5	-28.8958	95.1545	10.4852	10	0.6137	0.6203	0.6213	2.1432	0.486123	50	10	48.6123	0.38129863	2.786112316
4069	-28.375	96.222	10.506	10	0.612	0.622	0.623	2.144	0.49019	50	10	49.019	0.381205301	2.787150847
4069.5	-28.948	100.7803	10.5557	10	0.605	0.6245	0.6257	2.1635	0.501632	50	10	50.1632	0.380393136	2.816410941
4070	-28.063	101.582	10.594	10	0.6	0.627	0.629	2.166	0.50379	50	10	50.379	0.380334723	2.820283577
4070.5	-28.7713	103.2185	10.4823	10	0.6065	0.632	0.6337	2.1758	0.4932	50	10	49.32	0.36946883	2.806180522
4071	-28.563	101.256	10.469	10	0.624	0.637	0.637	2.175	0.45455	50	10	45.455	0.377706892	2.82748177
4071.5	-28.1147	99.6155	10.4872	10	0.6455	0.644	0.6415	2.1762	0.476925	50	10	47.6925	0.370275231	2.809000587
4072	-28.688	94.923	10.483	10	0.653	0.649	0.644	2.167	0.4642	50	10	46.42	0.379321326	2.819085969
4072.5	-27.7917	99.508	10.4838	10	0.6462	0.6535	0.6485	2.162	0.495488	50	10	49.5488	0.380373599	2.813936006
4073	-28	100.808	10.478	10	0.647	0.656	0.651	2.162	0.47183	50	10	47.183	0.379969509	2.81281899
4073.5	-28.0838	104.3075	10.48	10	0.6508	0.6578	0.6508	2.1605	0.470207	50	10	47.0207	0.380084812	2.810717887
4074	-28.188	104.865	10.525	10	0.655	0.657	0.65	2.153	0.47004	50	10	47.004	0.380749799	2.800443534
4074.5	-27.9167	101.2765	10.525	10	0.6407	0.6543	0.6477	2.1525	0.490138	50	10	49.0138	0.380777285	2.799711549
4075	-27.5	103.949	10.55	10	0.639	0.651	0.646	2.15	0.49903	50	10	49.903	0.380887293	2.795975527
4075.5	-27.0942	104.8857	10.494	10	0.6208	0.644	0.6413	2.1535	0.499852	50	10	49.9852	0.380751749	2.801256319
4076	-27.25	109.174	10.409	10	0.615	0.639	0.638	2.151	0.48591	50	10	48.591	0.380858188	2.797510942
4076.5	-27.1042	106.1257	10.4567	10	0.6038	0.632	0.6322	2.1455	0.499537	50	10	49.9537	0.381060197	2.789178811
4077	-27	108.519	10.555	10	0.603	0.627	0.628	2.138	0.49132	50	10	49.132	0.38147968	2.778198704
4077.5	-27.3755	108.0028	10.6183	10	0.6078	0.6212	0.6222	2.1305	0.502767	50	10	50.2767	0.381553689	2.76627237
4078	-27.063	110.262	10.64	10	0.607	0.617	0.618	2.123	0.5087	50	10	50.87	0.392266883	2.783304679
4078.5	-27.7608	109.3548	10.6208	10	0.5953	0.6113	0.6137	2.1287	0.547605	50	10	54.7605	0.381127847	2.762217302
4079	-27.5	111.904	10.655	10	0.582	0.608	0.612	2.132	0.54433	50	10	54.433	0.381102068	2.767480124
4079.5	-27.6458	114.037	10.699	10	0.5742	0.6048	0.6098	2.1412	0.505828	50	10	50.5828	0.381163855	2.782513227
4080	-28.375	115.502	10.719	10	0.575	0.604	0.609	2.142	0.45237	50	10	45.237	0.381802673	2.785545949
4080.5	-27.7297	116.0868	10.7458	10	0.575	0.6043	0.6105	2.1367	0.46715	50	10	46.715	0.38222086	2.77810781
4081	-28.563	116.176	10.775	10	0.575	0.606	0.613	2.135	0.46915	50	10	46.915	0.382315234	2.77561199
4081.5	-28.4692	112.4353	10.8265	10	0.5703	0.6122	0.619	2.1412	0.499235	50	10	49.9235	0.38122771	2.782686858
4082	-28.625	109.847	10.829	10	0.572	0.618	0.624	2.142	0.48791	50	10	48.791	0.381337876	2.78427961
4082.5	-29.1667	108.448	10.7518	10	0.5975	0.629	0.6327	2.1533	0.48502	50	10	48.502	0.380724238	2.800857784
4083	-28.75	108.813	10.736	10	0.615	0.639	0.641	2.16	0.46097	50	10	46.097	0.380181419	2.810177836
4083.5	-30.1042	110.7905	10.8032	10	0.6283	0.6533	0.654	2.173	0.460597	50	10	46.0597	0.378355879	2.82606796
4084	-30	111.393	10.819	10	0.635	0.665	0.664	2.173	0.44348	50	10	44.348	0.378200951	2.825637892
4084.5	-30.5417	111.6205	10.8062	10	0.6443	0.6813	0.6792	2.1905	0.468693	50	10	46.8693	0.369272115	2.828954793
4085	-31.375	110.748	10.717	10	0.656	0.693	0.69	2.203	0.45586	50	10	45.586	0.368287388	2.846047141
4085.5	-31.5005	110.0242	10.8243	10	0.6818	0.7093	0.7043	2.2178	0.431875	50	10	43.1875	0.363943546	2.857391178
4086	-31.813	105.82	10.691	10	0.706	0.721	0.716	2.227	0.4092	50	10	40.92	0.359838482	2.860493201
4086.5	-32.0625	99.4955	10.7822	10	0.7377	0.7358	0.7308	2.2327	0.390537	50	10	39.0537	0.356143187	2.859242082
4087	-31.75	94.983	10.913	10	0.746	0.745	0.74	2.241	0.40027	50	10	40.027	0.35465734	2.868052959
4087.5	-31.7297	91.6885	11.0027	10	0.7508	0.7565	0.7517	2.2423	0.387782	50	10	38.7782	0.354717546	2.870232544
4088	-31.313	93.991	10.981	10	0.745	0.764	0.76	2.234	0.39114	50	10	39.114	0.35592135	2.860654542
4088.5	-31.438	92.8992	10.88	10	0.7402	0.7728	0.7678	2.2318	0.384853	50	10	38.4853	0.351891095	2.846311448
4089	-31.438	98.09	10.93	10	0.736	0.777	0.772	2.221	0.38177	50	10	38.177	0.35506419	2.838157476
4089.5	-30.3647	99.3408	10.9157	10	0.737	0.78	0.7742	2.2273	0.413608	50	10	41.3608	0.35962424	2.86037269
4090	-30.313	101.965	10.969	10	0.732	0.78	0.775	2.224	0.4203	50	10	42.03	0.363536115	2.86600751
4090.5	-29.7292	99.0427	10.9935	10	0.7308	0.7777	0.7748	2.2355	0.410433	50	10	41.0433	0.355665236	2.862282689
4091	-29.625	99.446	11.006	10	0.725	0.776	0.774	2.233	0.38295	50	10	38.295	0.351019171	2.845814283
4091.5	-29.74	103.741	11.0072	10	0.7187	0.7725	0.7727	2.2307	0.374385	50	10	37.4385	0.336952497	2.805307683
4092	-28.75	107.051	10.998	10	0.712	0.77	0.771	2.224	0.37046	50	10	37.046	0.339867618	2.80268878
4092.5	-29.3025	105.7993	11.1558	10	0.7172	0.7677	0.7697	2.2287	0.376855	50	10	37.6855	0.348760161	2.83315564
4093	-28.625	103.176	11.36	10	0.718	0.766	0.768	2.232	0.39208	50	10	39.208	0.356293823	2.858566316
4093.5	-28.5005	98.8878	11.1427	10	0.7085	0.7647	0.7668	2.2247	0.446762	50	10	44.6762	0.364445573	2.869636008
4094	-28.813	99.247	11.141	10	0.701	0.763	0.766	2.218	0.46382	50	10	46.382	0.366145732	2.863812371
4094.5	-28.2083	96.7842	11.1328	10	0.7108	0.762	0.7648	2.2163	0.452033	50	10	45.2033	0.366483197	2.862068496
4095	-28.625	100.215	11.212	10	0.72	0.762	0.764	2.213	0.4271	50	10	42.71	0.364505606	2.851392319
4095.5	-27.8125	101.5408	11.117	10	0.7245	0.762	0.7638	2.22	0.414692	50	10	41.4692	0.363606244	2.859916702
4096	-28.125	103.66	11.117	10	0.722	0.762	0.763	2.225	0.431	50	10	43.1	0.363339946	2.867034059
4096.5	-28.5422	101.366	11.2505	10	0.7218	0.762	0.7628	2.2333	0.428427	50	10	42.8427	0.358664131	2.867092805
4097	-28.438	99.146	11.318	10	0.716	0.762	0.762	2.23	0.41446	50	10	41.446	0.359257179	2.86357809
4097.5	-28.3438	95.7603	11.1113	10	0.7137	0.7608	0.762	2.2257	0.38083	50	10	38.083	0.351046529	2.834639001
4098	-28.188	93.972	11.033	10	0.717	0.76	0.762	2.224	0.38968	50	10	38.968	0.356972165	2.847980318
4098.5	-28.3025	92.5392	11.0368	10	0.7285	0.7598	0.7608	2.225	0.426673	50	10	42.6673	0.36372428	2.868101415
4099	-28.875	92.64	10.961	10	0.731	0.759	0.76	2.225	0.45364	50	10	45.364	0.358037016	2.852437488
4099.5	-28.7608	92.8025	11.0132	10	0.7288	0.7588	0.7588	2.2208	0.431875	50	10	43.1875	0.363670785	2.861352415
4100	-28.5	97.545	10.924	10	0.728	0.758	0.758	2.22	0.43145	50	10	43.145	0.36376705	2.860361516
4100.5	-28.7713	97.5752	10.7887	10	0.7255	0.7557	0.7558	2.2143	0.4207	50	10	42.07	0.364318287	2.852921277
4101	-28.563	97.121	10.667	10	0.723	0.754	0.755	2.216	0.42595	50	10	42.595	0.364393496	2.855803304
4101.5	-28.625	93.5515	10.6602	10	0.7107	0.7507	0.7537	2.2168	0.413585	50	10	41.3585	0.363965127	2.855878566
4102	-28.625	97.184	10.841	10	0.709	0.749	0.752	2.216	0.41131	50	10	41.131	0.364107184	2.85501275
4102.5	-28.3333	100.3742	10.5742	10	0.7185	0.7467	0.747	2.2217	0.416243	50	10	41.6243	0.363480194	2.862238958
4103	-29.375	99.975	10.54	10	0.726	0.745	0.742	2.23	0.42551	50	10	42.551	0.358684428	2.86200306
4103.5	-28.125	98.6235	10.5978	10	0.7245	0.7397	0.736	2.2332	0.434342	50	10	43.4342	0.358882743	2.867539382
4104	-28.125	97.311	10.862	10	0.712	0.733	0.731	2.229	0.47495	50	10	47.495	0.355874503	2.852764027
4104.5	-27.4063	96.9818	11.0835	10	0.6808	0.7215	0.7257	2.2222	0.531743	50	10	53.1743	0.367715898	2.874835072
4105	-26.938	94.156	11.141	10	0.65	0.714	0.724	2.213	0.53906	50	10	53.906	0.36793657	2.860899218
4105.5	-27.3647	95.503	11.2357	10	0.6267	0.7078	0.7218	2.214	0.49769	50	10	49.769	0.36752321	2.861329455
4106	-26.063	94.693	11.119	10	0.64	0.707	0.721	2.219	0.44459	50	10	44.459	0.365865324	2.864609384
4106.5	-26.615	94.4322	11.1378	10	0.6652	0.7132	0.7203	2.2263	0.47221	50	10	47.221	0.356360022	2.849891303
4107	-26.25	91.008	10.857	10	0.686	0.719	0.722	2.233	0.46681	50	10	46.681	0.355862792	2.858942017
4107.5	-26.3755	88.453	10.8327	10	0.7288	0.728	0.7245	2.2488	0.45381	50	10	45.381	0.354021107	2.878386278
4108	-27.313	89.298	10.831	10	0.753	0.733	0.727	2.253	0.41716	50	10	41.716	0.349982409	2.87379815
4108.5	-27.0108	89.7912	10.8528	10	0.7415	0.7372	0.7303	2.2473	0.419997	50	10	41.9997	0.357881596	2.886742122
4109	-27.375	90.147	10.887	10	0.719	0.738	0.732	2.239	0.43873	50	10	43.873	0.355148492	2.866298111
4109.5	-26.9067	89.8285	10.8468	10	0.724	0.7353	0.7305	2.2473	0.44193	50	10	44.193	0.354135459	2.876378677
