DEPTH	SP	GR	CALI	BitSize	LL8	ILM	ILD	RHOB	NPHI	DT	MudWgt	NPHI_pct	 Phixnd_chartbook 	 RhoMatrix 
4247	-24.625	81.264	10.441	10	0.666	0.706	0.644	2.263	0.38966	50	10	38.966	0.352170566	2.895225624
4247.5	-24.5422	80.9577	10.429	10	0.6748	0.6657	0.5888	2.259	0.38925	50	10	38.925	0.352754796	2.89066603
4248	-25.688	77.261	10.429	10	0.669	0.629	0.553	2.254	0.3962	50	10	39.62	0.353652971	2.885418588
4248.5	-25.8755	69.5377	10.4542	10	0.6258	0.567	0.5118	2.2413	0.381397	50	10	38.1397	0.349529266	2.854575481
4249	-28.063	65.436	10.47	10	0.585	0.522	0.486	2.223	0.37858	50	10	37.858	0.353919698	2.838174028
4249.5	-33.0317	65.2652	10.4362	10	0.4938	0.468	0.458	2.186	0.407412	50	10	40.7412	0.369959499	2.823698711
4250	-36	67.441	10.462	10	0.423	0.438	0.443	2.151	0.42817	50	10	42.817	0.378366739	2.790707473
4250.5	-43.2713	65.8845	10.409	10	0.4075	0.417	0.4308	2.1257	0.42587	50	10	42.587	0.38514449	2.768196809
4251	-43.688	64.977	10.309	10	0.45	0.412	0.425	2.129	0.40107	50	10	40.107	0.383505476	2.769114583
4251.5	-43.8963	63.7223	10.2828	10	0.5353	0.4217	0.4193	2.1645	0.37739	50	10	37.739	0.366742709	2.780991305
4252	-40.563	66.649	10.267	10	0.597	0.435	0.416	2.192	0.36624	50	10	36.624	0.346570148	2.771181684
4252.5	-35.6567	71.5952	10.2185	10	0.6143	0.4533	0.415	2.2087	0.38428	50	10	38.428	0.356861498	2.82388995
4253	-35.5	75.741	10.216	10	0.626	0.46	0.415	2.207	0.37648	50	10	37.648	0.353256336	2.811651868
4253.5	-34.0108	73.844	10.2423	10	0.597	0.4502	0.4162	2.2003	0.38839	50	10	38.839	0.368360408	2.841974401
4254	-34.375	72.229	10.124	10	0.512	0.436	0.417	2.167	0.39144	50	10	39.144	0.379292067	2.819004936
4254.5	-36.938	66.7935	10.0987	10	0.4105	0.415	0.4208	2.1297	0.428122	50	10	42.8122	0.385071958	2.774504868
4255	-38.813	66.526	10.062	10	0.373	0.405	0.425	2.118	0.43293	50	10	43.293	0.388628512	2.765108728
4255.5	-39.8647	66.584	9.9785	10	0.4395	0.41	0.4357	2.1443	0.415048	50	10	41.5048	0.384368725	2.796307583
4256	-37.938	66.584	10.011	10	0.507	0.425	0.449	2.181	0.39469	50	10	39.469	0.370790364	2.818028363
4256.5	-34.6775	69.8908	10.1393	10	0.5638	0.4683	0.4742	2.2307	0.389015	50	10	38.9015	0.353379759	2.848630692
4257	-28.375	72.71	10.166	10	0.588	0.51	0.495	2.264	0.39384	50	10	39.384	0.35209332	2.896555022
4257.5	-22.6458	77.7762	10.1592	10	0.5958	0.5743	0.5323	2.269	0.394083	50	10	39.4083	0.351057626	2.901392615
4258	-20.875	79.492	10.145	10	0.62	0.616	0.564	2.269	0.3902	50	10	39.02	0.343077033	2.879508495
4258.5	-20.6563	78.4403	10.1468	10	0.6615	0.6497	0.5905	2.27	0.37899	50	10	37.899	0.339508625	2.871408447
4259	-20.813	78.642	10.156	10	0.669	0.658	0.603	2.265	0.38274	50	10	38.274	0.341101869	2.868103361
4259.5	-21.688	79.4698	10.3825	10	0.6015	0.6497	0.6105	2.2598	0.385717	50	10	38.5717	0.342743081	2.864606756
4260	-21.688	81.189	10.595	10	0.589	0.638	0.608	2.259	0.42595	50	10	42.595	0.349748858	2.882388257
4260.5	-23.0422	78.202	10.5972	10	0.6293	0.621	0.604	2.2487	0.411518	50	10	41.1518	0.353972183	2.878096809
4261	-25.438	76.587	10.228	10	0.666	0.611	0.604	2.242	0.41641	50	10	41.641	0.358132391	2.879183095
4261.5	-27.5208	71.9607	10.1918	10	0.676	0.601	0.6013	2.2317	0.377485	50	10	37.7485	0.348696398	2.837592111
4262	-28.875	70.889	10.301	10	0.661	0.596	0.598	2.23	0.38271	50	10	38.271	0.351285612	2.841906795
4262.5	-29.9897	67.7543	10.7132	10	0.6528	0.5943	0.6008	2.2337	0.365238	50	10	36.5238	0.333534811	2.801064088
4263	-28.688	69.641	10.704	10	0.627	0.596	0.605	2.232	0.36453	50	10	36.453	0.333438198	2.798267133
4263.5	-28.8025	70.0657	10.7672	10	0.6595	0.6075	0.6143	2.2315	0.370863	50	10	37.0863	0.33564405	2.803153256
4264	-26.875	71.579	10.533	10	0.677	0.62	0.626	2.244	0.37223	50	10	37.223	0.336031088	2.822972235
4264.5	-24.1147	73.2713	10.6067	10	0.6872	0.6425	0.6425	2.2558	0.37869	50	10	37.869	0.339804835	2.850694434
4265	-22.188	76.103	10.66	10	0.653	0.66	0.655	2.26	0.36274	50	10	36.274	0.32083377	2.807976558
4265.5	-21.8755	78.525	10.4998	10	0.6332	0.6827	0.6738	2.2643	0.367755	50	10	36.7755	0.325978085	2.827391907
4266	-22.188	78.525	10.439	10	0.644	0.696	0.688	2.266	0.36103	50	10	36.103	0.323481635	2.823530447
4266.5	-22.2297	78.5822	10.4913	10	0.6492	0.7115	0.7002	2.2638	0.387445	50	10	38.7445	0.343000767	2.871387152
4267	-21.813	80.343	10.528	10	0.655	0.719	0.706	2.258	0.39812	50	10	39.812	0.353281213	2.890577331
4267.5	-21.2397	82.7535	10.6297	10	0.6517	0.7233	0.7115	2.2608	0.41345	50	10	41.345	0.349560795	2.884640274
4268	-21.188	83.906	10.603	10	0.67	0.725	0.714	2.26	0.40215	50	10	40.215	0.352958624	2.892775614
4268.5	-21.0733	81.4493	10.5503	10	0.69	0.7245	0.715	2.2772	0.384393	50	10	38.4393	0.337340909	2.876479062
4269	-21.125	82.156	10.582	10	0.71	0.722	0.715	2.278	0.38011	50	10	38.011	0.335495619	2.872749786
4269.5	-21.7083	78.2972	10.589	10	0.6913	0.7185	0.7137	2.2735	0.379335	50	10	37.9335	0.339487454	2.876650584
4270	-22.75	79.003	10.614	10	0.688	0.716	0.712	2.266	0.37826	50	10	37.826	0.339375109	2.864995562
4270.5	-22.5313	75.7183	10.6485	10	0.6665	0.7125	0.7085	2.268	0.36887	50	10	36.887	0.326054729	2.833078413
4271	-22.688	75.64	10.611	10	0.669	0.71	0.706	2.268	0.38607	50	10	38.607	0.341979054	2.875019483
4271.5	-21.9483	75.4192	10.6397	10	0.6878	0.7075	0.7003	2.2668	0.399147	50	10	39.9147	0.351604903	2.899520084
4272	-21.375	75.78	10.718	10	0.712	0.705	0.697	2.261	0.39903	50	10	39.903	0.352814232	2.893920784
4272.5	-21.0213	76.7342	10.6895	10	0.6928	0.7012	0.6912	2.2638	0.38323	50	10	38.323	0.341376753	2.867019318
4273	-19.563	75.465	10.687	10	0.682	0.697	0.687	2.273	0.39898	50	10	39.898	0.349977055	2.904551684
4273.5	-19.875	75.091	10.6223	10	0.6605	0.6923	0.6832	2.2713	0.409613	50	10	40.9613	0.348173875	2.896951602
4274	-18.625	75.536	10.574	10	0.653	0.689	0.679	2.268	0.39983	50	10	39.983	0.351317197	2.900571859
4274.5	-18.4172	75.687	10.5408	10	0.6683	0.6818	0.6733	2.2653	0.378228	50	10	37.8228	0.339382082	2.863954576
4275	-18.938	76.317	10.535	10	0.65	0.676	0.67	2.267	0.38067	50	10	38.067	0.340223058	2.868779606
4275.5	-19.1775	75.3082	10.518	10	0.6603	0.6678	0.6668	2.26	0.405287	50	10	40.5287	0.35281581	2.892380003
4276	-20.375	78.369	10.478	10	0.632	0.662	0.666	2.25	0.40742	50	10	40.742	0.353879078	2.879852596
4276.5	-21.2292	76.082	10.5225	10	0.6472	0.6582	0.6672	2.2397	0.390842	50	10	39.0842	0.355039093	2.867083846
4277	-19.875	78.197	10.585	10	0.628	0.659	0.668	2.238	0.3761	50	10	37.61	0.347247406	2.843386409
4277.5	-22.2605	73.3545	10.5377	10	0.6767	0.6653	0.6705	2.2572	0.393363	50	10	39.3363	0.353142751	2.888957303
4278	-19.188	76.017	10.526	10	0.67	0.672	0.673	2.268	0.40058	50	10	40.058	0.351316653	2.900570347
4278.5	-19.1463	74.7777	10.5403	10	0.6905	0.6822	0.678	2.2728	0.42395	50	10	42.395	0.348836609	2.901084053
4279	-18.938	77.041	10.537	10	0.673	0.688	0.683	2.267	0.4331	50	10	43.31	0.348879983	2.892296305
4279.5	-19.1563	76.9678	10.5593	10	0.669	0.6937	0.6897	2.2638	0.410823	50	10	41.0823	0.352037233	2.896090856
4280	-18.688	81.702	10.576	10	0.664	0.697	0.693	2.263	0.38604	50	10	38.604	0.342549061	2.868953289
4280.5	-16.7922	84.935	10.6147	10	0.6503	0.6988	0.6943	2.264	0.374967	50	10	37.4967	0.329505149	2.836031228
4281	-17.313	90.225	10.618	10	0.652	0.698	0.696	2.264	0.3882	50	10	38.82	0.343262131	2.872396651
4281.5	-17.7083	89.9633	10.6057	10	0.645	0.6978	0.6975	2.2573	0.409217	50	10	40.9217	0.353024321	2.888784396
4282	-17.5	91.675	10.564	10	0.645	0.697	0.7	2.259	0.42355	50	10	42.355	0.349721819	2.882314144
4282.5	-19.3855	85.7807	10.5732	10	0.6742	0.6995	0.7035	2.2607	0.4118	50	10	41.18	0.352498196	2.892581877
4283	-19.438	84.619	10.574	10	0.68	0.702	0.706	2.264	0.40665	50	10	40.665	0.352079093	2.896515574
4283.5	-20.4063	85.3302	10.5915	10	0.6805	0.707	0.7107	2.2615	0.380313	50	10	38.0313	0.340344251	2.860766888
4284	-21.188	82.241	10.594	10	0.683	0.712	0.714	2.264	0.37508	50	10	37.508	0.338145857	2.858695647
4284.5	-20.698	81.3947	10.523	10	0.6863	0.72	0.7185	2.269	0.398483	50	10	39.8483	0.351064253	2.90141101
4285	-21.688	78.373	10.498	10	0.683	0.725	0.721	2.274	0.4085	50	10	40.85	0.347625328	2.899579369
4285.5	-21.1667	81.4032	10.5053	10	0.6968	0.7295	0.7252	2.2797	0.413357	50	10	41.3357	0.343872492	2.897973696
4286	-20.75	76.724	10.477	10	0.701	0.732	0.726	2.283	0.41824	50	10	41.824	0.343352536	2.901575525
4286.5	-21.615	75.429	10.488	10	0.7082	0.732	0.7273	2.2707	0.408418	50	10	40.8418	0.350716779	2.903065229
4287	-21.25	77.159	10.508	10	0.704	0.732	0.729	2.264	0.42201	50	10	42.201	0.349331663	2.888929833
4287.5	-21.7608	77.9368	10.5142	10	0.695	0.7308	0.7292	2.268	0.397827	50	10	39.7827	0.351309429	2.900550297
4288	-21.5	78.801	10.535	10	0.7	0.73	0.73	2.268	0.40456	50	10	40.456	0.351290567	2.900497942
4288.5	-21.188	75.991	10.4965	10	0.7058	0.729	0.7298	2.2632	0.417412	50	10	41.7412	0.349246716	2.887466969
4289	-21.188	77.401	10.499	10	0.715	0.729	0.729	2.264	0.41967	50	10	41.967	0.349228949	2.888647481
4289.5	-20.1983	77.441	10.4673	10	0.7023	0.7292	0.73	2.2678	0.435238	50	10	43.5238	0.34874967	2.893166078
4290	-20.25	75.826	10.484	10	0.699	0.73	0.73	2.272	0.43498	50	10	43.498	0.34824312	2.898216537
4290.5	-19.5417	79.4705	10.5035	10	0.6862	0.7312	0.729	2.274	0.41617	50	10	41.617	0.348070156	2.900807266
4291	-18.5	79.068	10.466	10	0.707	0.732	0.729	2.274	0.40482	50	10	40.482	0.349778405	2.905538311
4291.5	-18.5208	82.3823	10.5333	10	0.7068	0.7318	0.7268	2.2823	0.375327	50	10	37.5327	0.33266956	2.871686002
4292	-17.375	80.789	10.615	10	0.711	0.731	0.726	2.279	0.39436	50	10	39.436	0.341561848	2.890600979
4292.5	-16.7813	80.812	10.6178	10	0.6748	0.7273	0.7257	2.273	0.403778	50	10	40.3778	0.350020035	2.904671009
4293	-16.313	80.062	10.637	10	0.689	0.724	0.724	2.263	0.40277	50	10	40.277	0.352394645	2.895846793
4293.5	-15.7605	83.3365	10.5818	10	0.6988	0.7205	0.722	2.2568	0.391372	50	10	39.1372	0.353108626	2.888244591
4294	-16.438	82.789	10.596	10	0.683	0.718	0.722	2.251	0.38763	50	10	38.763	0.353705076	2.880920687
4294.5	-17.4275	82.6823	10.4907	10	0.6983	0.717	0.72	2.249	0.391267	50	10	39.1267	0.353961581	2.878531998
4295	-17.375	80.769	10.454	10	0.685	0.717	0.72	2.254	0.38755	50	10	38.755	0.353355654	2.884597681
4295.5	-19.3858	83.996	10.4517	10	0.705	0.7192	0.72	2.2598	0.377125	50	10	37.7125	0.339041757	2.854725071
4296	-19.125	86.231	10.45	10	0.705	0.72	0.72	2.259	0.38505	50	10	38.505	0.342517025	2.862783287
4296.5	-19.2397	86.1798	10.4632	10	0.7025	0.721	0.7188	2.249	0.384625	50	10	38.4625	0.353909514	2.87838867
4297	-19.188	85.319	10.459	10	0.7	0.721	0.718	2.244	0.4095	50	10	40.95	0.354500745	2.872271603
4297.5	-18.5833	80.8502	10.4763	10	0.6693	0.7207	0.7158	2.2437	0.428145	50	10	42.8145	0.358024881	2.881533219
4298	-19	82.361	10.458	10	0.681	0.719	0.715	2.247	0.44247	50	10	44.247	0.354164179	2.875993158
4298.5	-17.0105	86.3235	10.517	10	0.6813	0.7153	0.7093	2.2497	0.410332	50	10	41.0332	0.353872492	2.879370149
4299	-16.438	88.281	10.592	10	0.708	0.712	0.706	2.248	0.38484	50	10	38.484	0.354026565	2.877162865
4299.5	-16.4797	85.2773	10.6118	10	0.6945	0.7048	0.7013	2.2348	0.393043	50	10	39.3043	0.35577744	2.861503042
4300	-16.063	82.344	10.611	10	0.672	0.699	0.698	2.229	0.39886	50	10	39.886	0.357020775	2.855888769
4300.5	-16.6563	85.3522	10.571	10	0.673	0.6898	0.6907	2.2303	0.425452	50	10	42.5452	0.358660154	2.862404141
4301	-16.188	86.158	10.641	10	0.678	0.684	0.684	2.237	0.41691	50	10	41.691	0.358523858	2.872474338
4301.5	-16.1672	90.6145	10.659	10	0.6673	0.676	0.6755	2.2502	0.436665	50	10	43.6665	0.353787112	2.879908791
4302	-15.438	91.067	10.634	10	0.644	0.671	0.673	2.251	0.44124	50	10	44.124	0.353757242	2.881064446
4302.5	-15.5422	88.6587	10.5967	10	0.6383	0.6643	0.6678	2.242	0.469642	50	10	46.9642	0.354665984	2.869626228
4303	-16.688	82.657	10.61	10	0.635	0.661	0.662	2.242	0.478	50	10	47.8	0.354483632	2.869126326
4303.5	-15.1255	78.2457	10.5968	10	0.6493	0.6577	0.6585	2.238	0.47127	50	10	47.127	0.35507871	2.864556416
4304	-14.813	79.454	10.566	10	0.636	0.656	0.656	2.238	0.46757	50	10	46.757	0.355188276	2.864856247
4304.5	-14.313	82.8732	10.5872	10	0.6342	0.6527	0.6538	2.245	0.419957	50	10	41.9957	0.357991315	2.883464971
4305	-14.313	82.689	10.618	10	0.64	0.651	0.653	2.255	0.39919	50	10	39.919	0.353700634	2.887097529
4305.5	-15.0313	84.8948	10.502	10	0.624	0.6503	0.6562	2.2568	0.401652	50	10	40.1652	0.353456043	2.889205494
4306	-15.813	86.859	10.467	10	0.599	0.652	0.657	2.241	0.42181	50	10	42.181	0.358167489	2.877722351
4306.5	-15.6772	89.7678	10.4668	10	0.6733	0.6565	0.6562	2.2315	0.435793	50	10	43.5793	0.359086828	2.865449751
4307	-16.563	88.102	10.546	10	0.7	0.659	0.657	2.229	0.42391	50	10	42.391	0.358798778	2.860757717
4307.5	-16.8438	84.4768	10.5727	10	0.6842	0.6623	0.656	2.2322	0.408652	50	10	40.8652	0.356246241	2.858747011
4308	-17.313	82.966	10.556	10	0.65	0.664	0.656	2.228	0.41481	50	10	41.481	0.359480844	2.861071451
4308.5	-16.7713	83.8662	10.531	10	0.6735	0.6625	0.6552	2.2287	0.407347	50	10	40.7347	0.356981498	2.855314966
4309	-15.313	85.627	10.571	10	0.686	0.66	0.651	2.237	0.41088	50	10	41.088	0.355434457	2.863978873
4309.5	-14.75	86.4102	10.5513	10	0.6457	0.6528	0.6445	2.2455	0.403722	50	10	40.3722	0.35425013	2.873906668
4310	-14.125	88.241	10.563	10	0.629	0.647	0.642	2.243	0.42148	50	10	42.148	0.358070156	2.880568409
4310.5	-14.7817	83.8105	10.5365	10	0.6127	0.639	0.635	2.243	0.419517	50	10	41.9517	0.358101018	2.880654014
4311	-15.25	87.693	10.539	10	0.631	0.634	0.63	2.253	0.4157	50	10	41.57	0.350047544	2.873975911
4311.5	-15.7708	85.3763	10.533	10	0.6407	0.6293	0.6262	2.2457	0.396415	50	10	39.6415	0.354230938	2.874163657
4312	-16.5	87.798	10.513	10	0.624	0.626	0.622	2.239	0.40814	50	10	40.814	0.355122471	2.866226839
4312.5	-15.2505	83.1133	10.521	10	0.6147	0.6213	0.6173	2.2348	0.409098	50	10	40.9098	0.355784352	2.861521944
4313	-16.188	82.05	10.516	10	0.623	0.618	0.614	2.244	0.43209	50	10	43.209	0.358036011	2.882031423
4313.5	-16.5733	83.2638	10.6302	10	0.6215	0.6135	0.6105	2.2377	0.450375	50	10	45.0375	0.355163586	2.86432344
4314	-16.625	83.713	10.746	10	0.599	0.611	0.608	2.236	0.48095	50	10	48.095	0.354930095	2.861049447
4314.5	-17.0833	86.6265	10.673	10	0.5798	0.609	0.608	2.2373	0.476777	50	10	47.6777	0.354963152	2.863155087
4315	-16.25	86.954	10.723	10	0.589	0.609	0.608	2.239	0.48316	50	10	48.316	0.354613657	2.86483437
4315.5	-16.0313	87.66	10.525	10	0.5852	0.6113	0.6083	2.239	0.459568	50	10	45.9568	0.355140913	2.86627735
4316	-16.188	86.955	10.43	10	0.596	0.613	0.61	2.234	0.45741	50	10	45.741	0.355923298	2.860659866
4316.5	-17.4172	86.9435	10.4828	10	0.6127	0.6178	0.6133	2.2397	0.416952	50	10	41.6952	0.358309784	2.87609066
4317	-17.938	84.781	10.572	10	0.636	0.622	0.615	2.243	0.41086	50	10	41.086	0.354628875	2.871073968
4317.5	-18.7192	87.3408	10.6455	10	0.6458	0.6265	0.6173	2.2508	0.40506	50	10	40.506	0.353860311	2.881039022
4318	-18.25	88.66	10.458	10	0.64	0.629	0.619	2.255	0.42086	50	10	42.086	0.349844533	2.876498175
4318.5	-19.2397	87.2698	10.5005	10	0.6218	0.6288	0.6223	2.2513	0.44007	50	10	44.007	0.353704954	2.881384536
4319	-17.938	85.759	10.583	10	0.616	0.628	0.624	2.253	0.44757	50	10	44.757	0.353813197	2.884313755
4319.5	-18.615	80.7033	10.7407	10	0.6075	0.6283	0.6272	2.2437	0.44717	50	10	44.717	0.354389355	2.871501149
4320	-19.5	84.53	10.569	10	0.605	0.63	0.628	2.242	0.43977	50	10	43.977	0.354748636	2.869852902
4320.5	-17.9172	80.2402	10.5358	10	0.621	0.635	0.6315	2.2375	0.449408	50	10	44.9408	0.355199023	2.86411023
4321	-18.438	83.321	10.52	10	0.651	0.64	0.634	2.24	0.4553	50	10	45.53	0.354912996	2.867203482
4321.5	-16.8125	83.3532	10.5485	10	0.6575	0.6455	0.6357	2.2397	0.45752	50	10	45.752	0.355011848	2.867009202
4322	-16.5	83.514	10.476	10	0.645	0.648	0.639	2.238	0.45672	50	10	45.672	0.355243426	2.865007208
4322.5	-17.0942	86.3758	10.2467	10	0.6302	0.649	0.6432	2.2333	0.43513	50	10	43.513	0.358879776	2.867687177
4323	-16.625	87.685	10.18	10	0.621	0.649	0.644	2.225	0.43278	50	10	43.278	0.363195159	2.866632299
4323.5	-17.2917	89.8608	10.2575	10	0.6388	0.649	0.6448	2.2288	0.41718	50	10	41.718	0.359275758	2.861756346
4324	-16.875	88.655	10.35	10	0.648	0.649	0.644	2.228	0.41323	50	10	41.323	0.359548294	2.861256922
4324.5	-16.7917	86.2745	10.354	10	0.6647	0.6487	0.6405	2.2203	0.438053	50	10	43.8053	0.363506911	2.860113376
4325	-16.375	87.382	10.274	10	0.643	0.647	0.638	2.217	0.46307	50	10	46.307	0.366279052	2.862605454
4325.5	-16.5213	89.3425	10.1975	10	0.623	0.6422	0.6373	2.221	0.505057	50	10	50.5057	0.367374681	2.871980928
4326	-16.938	92.82	10.175	10	0.618	0.638	0.634	2.221	0.50119	50	10	50.119	0.367288978	2.871740908
4326.5	-17.365	90.6742	10.1687	10	0.6243	0.6332	0.6285	2.2238	0.494252	50	10	49.4252	0.366964492	2.875255867
4327	-17.625	88.405	10.172	10	0.596	0.629	0.626	2.223	0.47781	50	10	47.781	0.366267174	2.872040132
4327.5	-16.9275	83.8627	10.1798	10	0.5905	0.6245	0.6228	2.226	0.47505	50	10	47.505	0.356170691	2.84891075
4328	-17.5	87.136	10.239	10	0.593	0.622	0.622	2.226	0.483	50	10	48.3	0.35563104	2.847446059
4328.5	-18.8233	87.7392	10.4185	10	0.616	0.6222	0.621	2.2242	0.475762	50	10	47.5762	0.366035549	2.873285549
4329	-20.125	87.73	10.521	10	0.626	0.623	0.621	2.23	0.47412	50	10	47.412	0.355823164	2.854176705
4329.5	-20.5	90.1518	10.2908	10	0.629	0.6267	0.6233	2.2305	0.475407	50	10	47.5407	0.35569499	2.85460377
4330	-19.875	89.546	10.32	10	0.639	0.63	0.625	2.233	0.48719	50	10	48.719	0.354928398	2.856394169
4330.5	-17.8755	90.425	10.1932	10	0.6337	0.633	0.6265	2.2142	0.4747	50	10	47.47	0.36693195	2.860000367
4331	-16.313	87.7	10.124	10	0.632	0.633	0.629	2.21	0.4614	50	10	46.14	0.367274173	2.854314354
4331.5	-16.125	90.209	10.1757	10	0.6045	0.6328	0.6315	2.2053	0.452675	50	10	45.2675	0.368267719	2.84963356
4332	-16.125	91.854	10.144	10	0.607	0.632	0.634	2.212	0.4505	50	10	45.05	0.367354454	2.8576983
4332.5	-17.6147	96.2925	10.1183	10	0.6028	0.6327	0.6397	2.2078	0.43615	50	10	43.615	0.364852328	2.844161317
4333	-18.188	97.9	10.15	10	0.587	0.636	0.643	2.207	0.43125	50	10	43.125	0.364754487	2.842633325
4333.5	-18.9167	96.5872	10.2983	10	0.5938	0.6458	0.652	2.2167	0.453927	50	10	45.3927	0.36636871	2.862381399
4334	-19.75	93.358	10.33	10	0.618	0.655	0.657	2.23	0.47041	50	10	47.041	0.35605437	2.854806537
4334.5	-19.5833	89.5213	10.3302	10	0.7005	0.67	0.665	2.246	0.453425	50	10	45.3425	0.354204385	2.874555251
4335	-21.25	89.673	10.301	10	0.718	0.68	0.67	2.246	0.4318	50	10	43.18	0.35793047	2.884853424
4335.5	-21.4067	90.3282	10.5043	10	0.7005	0.6898	0.6807	2.2525	0.410107	50	10	41.0107	0.353570034	2.882869081
4336	-21.875	89.364	10.401	10	0.673	0.694	0.689	2.245	0.41394	50	10	41.394	0.35438481	2.873502261
4336.5	-22.438	88.8388	10.3623	10	0.6792	0.6972	0.6945	2.2587	0.405443	50	10	40.5443	0.353001492	2.890885119
4337	-21.813	86.518	10.169	10	0.68	0.698	0.697	2.257	0.39111	50	10	39.111	0.353073924	2.88845782
4337.5	-22.365	86.3357	10.069	10	0.6745	0.6978	0.699	2.2613	0.394958	50	10	39.4958	0.352616712	2.893836853
4338	-23.25	87.244	9.999	10	0.672	0.697	0.699	2.248	0.41165	50	10	41.165	0.354049695	2.877226501
4338.5	-23.6775	90.2625	10.1103	10	0.6732	0.697	0.6982	2.2282	0.45236	50	10	45.236	0.357215684	2.855176616
4339	-24.875	92.64	10.182	10	0.674	0.697	0.699	2.214	0.45251	50	10	45.251	0.366942756	2.859714483
4339.5	-24.9375	89.1638	10.2895	10	0.6618	0.6972	0.7	2.198	0.436713	50	10	43.6713	0.368569611	2.838909023
4340	-24.625	88.458	10.182	10	0.661	0.698	0.7	2.183	0.42373	50	10	42.373	0.372698561	2.826442715
4340.5	-24.75	85.8652	10.1563	10	0.6605	0.6993	0.7023	2.1745	0.432693	50	10	43.2693	0.376792769	2.82414559
4341	-24.125	85.011	10.103	10	0.663	0.701	0.704	2.172	0.44011	50	10	44.011	0.376753385	2.820025388
4341.5	-24.3755	84.079	10.0827	10	0.67	0.7047	0.7073	2.1608	0.453585	50	10	45.3585	0.380379111	2.812014587
4342	-24.688	85.189	10.211	10	0.69	0.708	0.709	2.14	0.44806	50	10	44.806	0.381970813	2.782768423
4342.5	-24.7505	86.9152	10.333	10	0.7027	0.714	0.7135	2.1412	0.446798	50	10	44.6798	0.381875421	2.784450086
4343	-25.063	88.886	10.313	10	0.696	0.719	0.716	2.157	0.42789	50	10	42.789	0.378142051	2.799745096
4343.5	-24.1355	90.189	10.2237	10	0.6792	0.7235	0.7193	2.2085	0.42116	50	10	42.116	0.364697604	2.844838374
4344	-24.188	89.749	10.262	10	0.68	0.726	0.721	2.236	0.41466	50	10	41.466	0.358599817	2.871125156
4344.5	-24.2088	90.4757	10.286	10	0.675	0.7293	0.7233	2.2515	0.43032	50	10	43.032	0.350009346	2.871563934
4345	-24.313	89.869	10.291	10	0.675	0.731	0.725	2.249	0.43307	50	10	43.307	0.357750538	2.889024465
4345.5	-24.3542	87.2685	10.266	10	0.681	0.7332	0.7262	2.2555	0.402762	50	10	40.2762	0.353560355	2.887483193
4346	-22.375	82.526	10.216	10	0.706	0.734	0.727	2.258	0.37647	50	10	37.647	0.338772779	2.851289064
4346.5	-21.9483	84.8382	10.1517	10	0.7193	0.7335	0.7237	2.2452	0.36145	50	10	36.145	0.322401864	2.790087294
4347	-20.75	86.399	10.14	10	0.746	0.731	0.722	2.236	0.37975	50	10	37.975	0.34930052	2.845813598
4347.5	-20.313	87.3477	10.1548	10	0.7155	0.7252	0.7217	2.2283	0.413463	50	10	41.3463	0.359500075	2.861592711
4348	-21.563	86.036	10.149	10	0.713	0.721	0.72	2.22	0.42238	50	10	42.238	0.364009007	2.861031228
4348.5	-20.9275	83.9713	10.1673	10	0.748	0.7153	0.7167	2.2225	0.40939	50	10	40.939	0.363111387	2.862474596
4349	-20.875	85.788	10.179	10	0.758	0.712	0.715	2.23	0.39504	50	10	39.504	0.35674766	2.856697845
4349.5	-21.2505	82.9335	10.259	10	0.7115	0.7073	0.7097	2.2367	0.409648	50	10	40.9648	0.355480041	2.863638169
4350	-20.313	85.011	10.149	10	0.664	0.704	0.708	2.235	0.42749	50	10	42.749	0.358496896	2.869282163
4350.5	-21.0838	85.7358	10.0272	10	0.661	0.702	0.7087	2.2278	0.440703	50	10	44.0703	0.359695107	2.861348403
4351	-21.188	87.855	10.028	10	0.641	0.702	0.707	2.227	0.42682	50	10	42.682	0.359000533	2.858191791
4351.5	-21.3542	91.1958	10.0727	10	0.6393	0.7043	0.705	2.2343	0.413188	50	10	41.3188	0.358758871	2.86891336
4352	-21.25	91.55	10.161	10	0.661	0.706	0.705	2.251	0.40848	50	10	40.848	0.353762482	2.881078887
4352.5	-21.0422	93.476	10.1888	10	0.6675	0.707	0.7028	2.2585	0.446483	50	10	44.6483	0.35313288	2.89093969
4353	-20.313	90.081	10.248	10	0.665	0.707	0.702	2.261	0.4567	50	10	45.67	0.352593537	2.893309251
4353.5	-21.7605	90.0705	10.2358	10	0.6513	0.7057	0.7048	2.2622	0.425647	50	10	42.5647	0.349586677	2.886863766
4354	-21.813	89.413	10.36	10	0.648	0.704	0.709	2.263	0.40763	50	10	40.763	0.352228718	2.895386786
4354.5	-21.7192	90.8432	10.4017	10	0.6452	0.7047	0.7138	2.2628	0.39479	50	10	39.479	0.352346952	2.89540574
4355	-21.25	90.339	10.385	10	0.621	0.708	0.718	2.262	0.42154	50	10	42.154	0.349445225	2.886167815
4355.5	-21.5938	87.6858	10.2723	10	0.6188	0.7182	0.7247	2.241	0.422527	50	10	42.2527	0.358141267	2.877649724
4356	-23.313	85.365	10.219	10	0.628	0.729	0.728	2.201	0.45196	50	10	45.196	0.368645368	2.843869362
4356.5	-25.5838	78.7345	10.2363	10	0.8307	0.744	0.7288	2.152	0.403823	50	10	40.3823	0.381272814	2.80026471
